,City,Country,Lat,Lng,Max Temp (F),Cloudiness (%),Humidity (%),Wind Speed (mph),Data Retrieved Time
527,Eenhana,NA,-17.48,16.34,51.8,0,25,5.7,02:33:51 Jul/31/2019 (Wed)
528,Akodia,IN,23.37,76.56,77.42,100,88,12.5,02:33:52 Jul/31/2019 (Wed)
529,Neiafu,TO,-18.65,-173.98,77,40,94,6.29,02:30:29 Jul/31/2019 (Wed)
530,Virginia Beach,US,36.85,-75.98,79,20,83,8.05,02:29:28 Jul/31/2019 (Wed)
531,Monrovia,LR,6.33,-10.8,75.2,75,94,8.7,02:33:52 Jul/31/2019 (Wed)
532,Luau,CD,-10.7,22.23,59.78,0,24,4.16,02:33:52 Jul/31/2019 (Wed)
533,Namie,JP,37.52,140.86,95,75,66,12.75,02:33:52 Jul/31/2019 (Wed)
534,Keene,US,42.93,-72.28,73.4,1,88,2.3,02:29:03 Jul/31/2019 (Wed)
535,Salmas,IR,38.2,44.77,82.4,0,37,4.7,02:33:52 Jul/31/2019 (Wed)
536,Rafaela,AR,-31.25,-61.49,48.99,12,79,3,02:33:53 Jul/31/2019 (Wed)
537,Pangai,TO,-19.8,-174.35,77,40,88,5.82,02:33:53 Jul/31/2019 (Wed)
538,Birnin Kebbi,NG,12.45,4.2,78.86,96,73,10.49,02:33:53 Jul/31/2019 (Wed)
539,Brae,GB,60.4,-1.35,59,20,93,2.24,02:33:53 Jul/31/2019 (Wed)
540,Singkang,MY,2.1,102.8,87.8,75,66,9.17,02:33:53 Jul/31/2019 (Wed)
541,Banjar,ID,-7.37,108.54,82.82,31,51,9.24,02:33:53 Jul/31/2019 (Wed)
542,Praia da Vitoria,PT,38.73,-27.07,73.4,75,88,16.42,02:28:18 Jul/31/2019 (Wed)
543,Kotido,UG,3.01,34.12,67.7,58,86,5.64,02:33:54 Jul/31/2019 (Wed)
544,Lere,TD,9.66,14.23,74.72,99,88,6.78,02:33:54 Jul/31/2019 (Wed)
545,Aksarka,RU,66.56,67.8,59.78,100,88,13.98,02:33:54 Jul/31/2019 (Wed)
546,Shimoda,JP,34.7,138.93,91.99,40,79,18.34,02:33:54 Jul/31/2019 (Wed)
547,Eyl,SO,7.98,49.82,83.72,83,48,25.17,02:33:54 Jul/31/2019 (Wed)
548,Teahupoo,PF,-17.83,-149.27,78.8,40,69,4.7,02:33:54 Jul/31/2019 (Wed)
549,Brunico,IT,46.8,11.94,66.2,40,93,4.56,02:33:54 Jul/31/2019 (Wed)
550,Bonavista,CA,48.65,-53.11,53.01,84,85,1.99,02:29:46 Jul/31/2019 (Wed)
551,Gryfino,PL,53.25,14.49,62.01,75,87,6.93,02:33:55 Jul/31/2019 (Wed)
552,Toora-Khem,RU,52.47,96.11,79.04,100,33,2.39,02:33:55 Jul/31/2019 (Wed)
553,Hunchun,CN,42.86,130.36,91.28,66,44,5.1,02:33:55 Jul/31/2019 (Wed)
554,Tiarei,PF,-17.53,-149.33,78.8,40,69,4.7,02:26:33 Jul/31/2019 (Wed)
555,Nadvoitsy,RU,63.89,34.27,46.28,100,85,16.4,02:33:55 Jul/31/2019 (Wed)
556,Pudozh,RU,61.81,36.54,49.88,100,96,10.04,02:33:55 Jul/31/2019 (Wed)
557,Auxerre,FR,47.8,3.58,62.01,90,77,4.7,02:33:56 Jul/31/2019 (Wed)
558,Nova Borova,UA,50.69,28.64,63.92,32,87,9.1,02:33:56 Jul/31/2019 (Wed)
559,Gombe,NG,10.28,11.16,72.02,0,91,11.97,02:33:56 Jul/31/2019 (Wed)
560,Arroio Grande,BR,-32.24,-53.09,43,17,6,6.04,02:33:56 Jul/31/2019 (Wed)
561,Langsa,ID,4.47,97.97,82.82,68,65,5.08,02:33:07 Jul/31/2019 (Wed)
562,Sechura,PE,-5.56,-80.82,62.84,0,84,10.29,02:29:13 Jul/31/2019 (Wed)
563,Benemerito de las Americas,MX,16.52,-90.64,69.68,63,98,3.2,02:33:56 Jul/31/2019 (Wed)
